program,month,spend,quarter,state,device,leads,started_apps,predicted_submitted_apps,lead_track,id
program_b,02-2022,,01-2022,,,12.0,0.0,0.09,paid_partnerships,9814
program_b,02-2022,,01-2022,,mobile,1.0,0.0,,paid_partnerships,9815
program_b,02-2022,,01-2022,,desktop,1.0,0.0,,paid_partnerships,9816
program_b,02-2022,,01-2022,,,1.0,0.0,0.01,paid_partnerships,9817
program_b,02-2022,,01-2022,,,1.0,0.0,,paid_partnerships,9818
program_b,02-2022,,01-2022,california,desktop,1.0,0.0,0.04,paid_partnerships,9819
program_b,02-2022,,01-2022,georgia,mobile,1.0,0.0,0.02,paid_partnerships,9820
program_b,02-2022,,01-2022,georgia,desktop,1.0,0.0,,paid_partnerships,9821
program_b,02-2022,,01-2022,georgia,tablet,1.0,0.0,0.03,paid_partnerships,9822
program_b,02-2022,,01-2022,idaho,desktop,1.0,0.0,,paid_partnerships,9823
program_b,02-2022,,01-2022,illinois,desktop,1.0,0.0,,paid_partnerships,9824
program_b,02-2022,,01-2022,massachusetts,mobile,1.0,0.0,,paid_partnerships,9825
program_b,02-2022,,01-2022,michigan,desktop,1.0,0.0,,paid_partnerships,9826
program_b,02-2022,,01-2022,minnesota,mobile,1.0,0.0,0.07,paid_partnerships,9827
program_b,02-2022,,01-2022,minnesota,desktop,1.0,0.0,0.03,paid_partnerships,9828
program_b,02-2022,,01-2022,mississippi,mobile,1.0,0.0,0.02,paid_partnerships,9829
program_b,02-2022,,01-2022,new york,desktop,1.0,0.0,,paid_partnerships,9830
program_b,02-2022,,01-2022,new york,desktop,1.0,0.0,,paid_partnerships,9831
program_b,02-2022,,01-2022,new york,tablet,1.0,1.0,,paid_partnerships,9832
program_b,02-2022,,01-2022,north carolina,desktop,1.0,0.0,,paid_partnerships,9833
program_b,02-2022,,01-2022,north carolina,desktop,1.0,0.0,,paid_partnerships,9834
program_b,02-2022,,01-2022,ohio,,1.0,0.0,0.01,paid_partnerships,9835
program_b,02-2022,,01-2022,texas,mobile,1.0,0.0,0.01,paid_partnerships,9836
program_b,02-2022,,01-2022,texas,desktop,1.0,0.0,,paid_partnerships,9837
program_b,03-2022,1574.53,01-2022,california,desktop,15.0,2.0,0.25,paid_partnerships,9838
program_b,03-2022,1259.63,01-2022,california,mobile,12.0,2.0,0.22,paid_partnerships,9839
program_b,03-2022,1049.69,01-2022,new york,desktop,10.0,0.0,0.18,paid_partnerships,9840
program_b,03-2022,944.72,01-2022,,desktop,9.0,1.0,1.04,paid_partnerships,9841
program_b,03-2022,839.75,01-2022,florida,desktop,8.0,1.0,0.15,paid_partnerships,9842
program_b,03-2022,839.75,01-2022,north carolina,desktop,8.0,2.0,0.14,paid_partnerships,9843
program_b,03-2022,690.97,01-2022,pennsylvania,desktop,12.0,1.0,0.1,paid_partnerships,9844
program_b,03-2022,674.68,01-2022,california,desktop,16.0,0.0,0.11,paid_partnerships,9845
program_b,03-2022,640.5,01-2022,california,mobile,4.0,0.0,0.05,paid_partnerships,9846
program_b,03-2022,575.81,01-2022,california,desktop,10.0,0.0,0.08,paid_partnerships,9847
program_b,03-2022,524.84,01-2022,,mobile,5.0,1.0,,paid_partnerships,9848
program_b,03-2022,524.84,01-2022,tennessee,desktop,5.0,1.0,0.2,paid_partnerships,9849
program_b,03-2022,419.88,01-2022,michigan,desktop,4.0,0.0,0.06,paid_partnerships,9850
program_b,03-2022,415.76,01-2022,california,mobile,3.0,0.0,0.07,paid_partnerships,9851
program_b,03-2022,406.44,01-2022,california,desktop,2.0,0.0,,paid_partnerships,9852
program_b,03-2022,403.06,01-2022,georgia,desktop,7.0,3.0,0.07,paid_partnerships,9853
program_b,03-2022,403.06,01-2022,north carolina,desktop,7.0,1.0,,paid_partnerships,9854
program_b,03-2022,379.51,01-2022,california,mobile,9.0,0.0,0.02,paid_partnerships,9855
program_b,03-2022,374.64,01-2022,california,mobile,2.0,0.0,0.09,paid_partnerships,9856
program_b,03-2022,374.64,01-2022,illinois,mobile,2.0,0.0,0.02,paid_partnerships,9857
program_b,03-2022,374.64,01-2022,maryland,mobile,2.0,0.0,0.05,paid_partnerships,9858
program_b,03-2022,374.64,01-2022,ohio,mobile,2.0,0.0,0.05,paid_partnerships,9859
program_b,03-2022,374.64,01-2022,virginia,mobile,2.0,0.0,,paid_partnerships,9860
program_b,03-2022,345.48,01-2022,colorado,desktop,6.0,0.0,0.07,paid_partnerships,9861
program_b,03-2022,337.34,01-2022,,mobile,8.0,0.0,0.04,paid_partnerships,9862
program_b,03-2022,314.91,01-2022,california,,3.0,0.0,0.02,paid_partnerships,9863
program_b,03-2022,314.91,01-2022,indiana,desktop,3.0,0.0,0.06,paid_partnerships,9864
program_b,03-2022,314.91,01-2022,minnesota,desktop,3.0,0.0,0.06,paid_partnerships,9865
program_b,03-2022,314.91,01-2022,north carolina,mobile,3.0,1.0,0.07,paid_partnerships,9866
program_b,03-2022,314.91,01-2022,pennsylvania,desktop,3.0,0.0,0.06,paid_partnerships,9867
program_b,03-2022,314.91,01-2022,texas,desktop,3.0,1.0,0.01,paid_partnerships,9868
program_b,03-2022,314.91,01-2022,utah,mobile,3.0,1.0,1.03,paid_partnerships,9869
program_b,03-2022,314.91,01-2022,washington,desktop,3.0,1.0,0.03,paid_partnerships,9870
program_b,03-2022,287.9,01-2022,massachusetts,desktop,5.0,1.0,0.06,paid_partnerships,9871
program_b,03-2022,287.9,01-2022,washington,desktop,5.0,0.0,0.06,paid_partnerships,9872
program_b,03-2022,287.9,01-2022,arizona,desktop,5.0,2.0,0.02,paid_partnerships,9873
program_b,03-2022,280.0,01-2022,california,mobile,5.0,0.0,0.06,paid_partnerships,9874
program_b,03-2022,280.0,01-2022,new york,mobile,5.0,1.0,0.05,paid_partnerships,9875
program_b,03-2022,230.32,01-2022,maryland,desktop,4.0,1.0,0.02,paid_partnerships,9876
program_b,03-2022,230.32,01-2022,florida,desktop,4.0,3.0,0.04,paid_partnerships,9877
program_b,03-2022,230.32,01-2022,missouri,desktop,4.0,1.0,0.04,paid_partnerships,9878
program_b,03-2022,230.32,01-2022,new york,desktop,4.0,0.0,0.04,paid_partnerships,9879
program_b,03-2022,209.94,01-2022,colorado,desktop,2.0,0.0,0.07,paid_partnerships,9880
program_b,03-2022,209.94,01-2022,illinois,mobile,2.0,1.0,0.02,paid_partnerships,9881
program_b,03-2022,209.94,01-2022,iowa,desktop,2.0,0.0,0.09,paid_partnerships,9882
program_b,03-2022,209.94,01-2022,maryland,mobile,2.0,0.0,0.03,paid_partnerships,9883
program_b,03-2022,209.94,01-2022,massachusetts,mobile,2.0,1.0,0.09,paid_partnerships,9884
program_b,03-2022,209.94,01-2022,massachusetts,desktop,2.0,0.0,0.02,paid_partnerships,9885
program_b,03-2022,209.94,01-2022,michigan,mobile,2.0,0.0,0.04,paid_partnerships,9886
program_b,03-2022,209.94,01-2022,nebraska,desktop,2.0,0.0,,paid_partnerships,9887
program_b,03-2022,209.94,01-2022,nevada,desktop,2.0,1.0,0.07,paid_partnerships,9888
program_b,03-2022,209.94,01-2022,ohio,desktop,2.0,0.0,,paid_partnerships,9889
program_b,03-2022,209.94,01-2022,virginia,desktop,2.0,0.0,0.02,paid_partnerships,9890
program_b,03-2022,209.94,01-2022,virginia,mobile,2.0,0.0,0.04,paid_partnerships,9891
program_b,03-2022,209.94,01-2022,wisconsin,desktop,2.0,0.0,,paid_partnerships,9892
program_b,03-2022,203.22,01-2022,,mobile,1.0,1.0,,paid_partnerships,9893
program_b,03-2022,203.22,01-2022,california,mobile,1.0,1.0,,paid_partnerships,9894
program_b,03-2022,203.22,01-2022,connecticut,tablet,1.0,0.0,,paid_partnerships,9895
program_b,03-2022,203.22,01-2022,georgia,desktop,1.0,0.0,,paid_partnerships,9896
program_b,03-2022,203.22,01-2022,massachusetts,mobile,1.0,0.0,0.02,paid_partnerships,9897
program_b,03-2022,203.22,01-2022,new jersey,mobile,1.0,0.0,,paid_partnerships,9898
program_b,03-2022,203.22,01-2022,new york,desktop,1.0,0.0,0.01,paid_partnerships,9899
program_b,03-2022,187.32,01-2022,,desktop,1.0,0.0,,paid_partnerships,9900
program_b,03-2022,187.32,01-2022,,mobile,1.0,0.0,,paid_partnerships,9901
program_b,03-2022,187.32,01-2022,alabama,desktop,1.0,0.0,0.02,paid_partnerships,9902
program_b,03-2022,187.32,01-2022,alabama,mobile,1.0,0.0,,paid_partnerships,9903
program_b,03-2022,187.32,01-2022,arizona,desktop,1.0,0.0,,paid_partnerships,9904
program_b,03-2022,187.32,01-2022,california,tablet,1.0,0.0,,paid_partnerships,9905
program_b,03-2022,187.32,01-2022,california,desktop,1.0,0.0,,paid_partnerships,9906
program_b,03-2022,187.32,01-2022,colorado,mobile,1.0,0.0,,paid_partnerships,9907
program_b,03-2022,187.32,01-2022,connecticut,mobile,1.0,0.0,,paid_partnerships,9908
program_b,03-2022,187.32,01-2022,georgia,mobile,1.0,0.0,0.03,paid_partnerships,9909
program_b,03-2022,187.32,01-2022,kentucky,desktop,1.0,0.0,,paid_partnerships,9910
program_b,03-2022,187.32,01-2022,louisiana,desktop,1.0,0.0,,paid_partnerships,9911
program_b,03-2022,187.32,01-2022,maine,desktop,1.0,0.0,0.03,paid_partnerships,9912
program_b,03-2022,187.32,01-2022,missouri,desktop,1.0,0.0,0.03,paid_partnerships,9913
program_b,03-2022,187.32,01-2022,new york,desktop,1.0,0.0,,paid_partnerships,9914
program_b,03-2022,187.32,01-2022,new york,mobile,1.0,0.0,,paid_partnerships,9915
program_b,03-2022,187.32,01-2022,south carolina,mobile,1.0,0.0,,paid_partnerships,9916
program_b,03-2022,187.32,01-2022,utah,desktop,1.0,1.0,0.03,paid_partnerships,9917
program_b,03-2022,172.74,01-2022,new mexico,desktop,3.0,1.0,,paid_partnerships,9918
program_b,03-2022,172.74,01-2022,oregon,desktop,3.0,0.0,0.03,paid_partnerships,9919
program_b,03-2022,172.74,01-2022,virginia,desktop,3.0,1.0,0.03,paid_partnerships,9920
program_b,03-2022,168.67,01-2022,new york,desktop,4.0,0.0,0.06,paid_partnerships,9921
program_b,03-2022,160.13,01-2022,california,desktop,1.0,0.0,,paid_partnerships,9922
program_b,03-2022,160.13,01-2022,colorado,desktop,1.0,0.0,0.01,paid_partnerships,9923
program_b,03-2022,160.13,01-2022,idaho,desktop,1.0,0.0,0.04,paid_partnerships,9924
program_b,03-2022,160.13,01-2022,indiana,desktop,1.0,0.0,,paid_partnerships,9925
program_b,03-2022,160.13,01-2022,new york,desktop,1.0,0.0,,paid_partnerships,9926
program_b,03-2022,160.13,01-2022,new york,mobile,1.0,0.0,0.02,paid_partnerships,9927
program_b,03-2022,160.13,01-2022,north carolina,mobile,1.0,0.0,0.03,paid_partnerships,9928
program_b,03-2022,160.13,01-2022,pennsylvania,desktop,1.0,0.0,,paid_partnerships,9929
program_b,03-2022,160.13,01-2022,texas,desktop,1.0,0.0,0.03,paid_partnerships,9930
program_b,03-2022,160.13,01-2022,virginia,desktop,1.0,0.0,0.03,paid_partnerships,9931
program_b,03-2022,160.13,01-2022,virginia,mobile,1.0,0.0,,paid_partnerships,9932
program_b,03-2022,138.59,01-2022,,tablet,1.0,0.0,0.01,paid_partnerships,9933
program_b,03-2022,138.59,01-2022,arizona,desktop,1.0,0.0,0.02,paid_partnerships,9934
program_b,03-2022,138.59,01-2022,georgia,desktop,1.0,0.0,0.03,paid_partnerships,9935
program_b,03-2022,138.59,01-2022,illinois,tablet,1.0,0.0,0.06,paid_partnerships,9936
program_b,03-2022,138.59,01-2022,maryland,desktop,1.0,0.0,,paid_partnerships,9937
program_b,03-2022,138.59,01-2022,massachusetts,mobile,1.0,0.0,,paid_partnerships,9938
program_b,03-2022,138.59,01-2022,nevada,tablet,1.0,0.0,,paid_partnerships,9939
program_b,03-2022,138.59,01-2022,new york,desktop,1.0,1.0,1.0,paid_partnerships,9940
program_b,03-2022,138.59,01-2022,north carolina,mobile,1.0,0.0,0.03,paid_partnerships,9941
program_b,03-2022,138.59,01-2022,ohio,desktop,1.0,0.0,,paid_partnerships,9942
program_b,03-2022,138.59,01-2022,ohio,tablet,1.0,0.0,0.02,paid_partnerships,9943
program_b,03-2022,138.59,01-2022,pennsylvania,desktop,1.0,0.0,0.01,paid_partnerships,9944
program_b,03-2022,138.59,01-2022,texas,desktop,1.0,1.0,0.02,paid_partnerships,9945
program_b,03-2022,138.59,01-2022,washington,desktop,1.0,0.0,0.02,paid_partnerships,9946
program_b,03-2022,138.59,01-2022,washington,mobile,1.0,0.0,,paid_partnerships,9947
program_b,03-2022,138.59,01-2022,wisconsin,mobile,1.0,0.0,,paid_partnerships,9948
program_b,03-2022,126.5,01-2022,,desktop,3.0,1.0,,paid_partnerships,9949
program_b,03-2022,115.16,01-2022,,desktop,2.0,0.0,,paid_partnerships,9950
program_b,03-2022,115.16,01-2022,alabama,desktop,2.0,0.0,,paid_partnerships,9951
program_b,03-2022,115.16,01-2022,california,mobile,2.0,0.0,,paid_partnerships,9952
program_b,03-2022,115.16,01-2022,iowa,desktop,2.0,0.0,0.05,paid_partnerships,9953
program_b,03-2022,115.16,01-2022,maine,desktop,2.0,0.0,,paid_partnerships,9954
program_b,03-2022,115.16,01-2022,michigan,desktop,2.0,1.0,0.02,paid_partnerships,9955
program_b,03-2022,115.16,01-2022,north dakota,desktop,2.0,0.0,0.01,paid_partnerships,9956
program_b,03-2022,115.16,01-2022,ohio,desktop,2.0,0.0,,paid_partnerships,9957
program_b,03-2022,115.16,01-2022,texas,mobile,2.0,0.0,,paid_partnerships,9958
program_b,03-2022,112.0,01-2022,,mobile,2.0,0.0,,paid_partnerships,9959
program_b,03-2022,112.0,01-2022,georgia,desktop,2.0,1.0,0.03,paid_partnerships,9960
program_b,03-2022,112.0,01-2022,new york,desktop,2.0,0.0,,paid_partnerships,9961
program_b,03-2022,112.0,01-2022,north carolina,desktop,2.0,0.0,,paid_partnerships,9962
program_b,03-2022,112.0,01-2022,north carolina,mobile,2.0,0.0,0.05,paid_partnerships,9963
program_b,03-2022,104.97,01-2022,,,1.0,0.0,0.03,paid_partnerships,9964
program_b,03-2022,104.97,01-2022,alabama,mobile,1.0,0.0,0.02,paid_partnerships,9965
program_b,03-2022,104.97,01-2022,alabama,desktop,1.0,0.0,0.03,paid_partnerships,9966
program_b,03-2022,104.97,01-2022,arizona,desktop,1.0,0.0,0.02,paid_partnerships,9967
program_b,03-2022,104.97,01-2022,arizona,tablet,1.0,0.0,,paid_partnerships,9968
program_b,03-2022,104.97,01-2022,arkansas,mobile,1.0,0.0,,paid_partnerships,9969
program_b,03-2022,104.97,01-2022,california,tablet,1.0,0.0,,paid_partnerships,9970
program_b,03-2022,104.97,01-2022,connecticut,desktop,1.0,0.0,,paid_partnerships,9971
program_b,03-2022,104.97,01-2022,connecticut,mobile,1.0,0.0,0.02,paid_partnerships,9972
program_b,03-2022,104.97,01-2022,florida,mobile,1.0,0.0,0.04,paid_partnerships,9973
program_b,03-2022,104.97,01-2022,florida,tablet,1.0,0.0,,paid_partnerships,9974
program_b,03-2022,104.97,01-2022,georgia,mobile,1.0,0.0,,paid_partnerships,9975
program_b,03-2022,104.97,01-2022,georgia,,1.0,0.0,,paid_partnerships,9976
program_b,03-2022,104.97,01-2022,illinois,desktop,1.0,1.0,1.0,paid_partnerships,9977
program_b,03-2022,104.97,01-2022,kentucky,desktop,1.0,1.0,1.0,paid_partnerships,9978
program_b,03-2022,104.97,01-2022,maine,mobile,1.0,0.0,,paid_partnerships,9979
program_b,03-2022,104.97,01-2022,minnesota,tablet,1.0,1.0,0.04,paid_partnerships,9980
program_b,03-2022,104.97,01-2022,mississippi,desktop,1.0,1.0,,paid_partnerships,9981
program_b,03-2022,104.97,01-2022,missouri,mobile,1.0,0.0,,paid_partnerships,9982
program_b,03-2022,104.97,01-2022,missouri,tablet,1.0,0.0,0.05,paid_partnerships,9983
program_b,03-2022,104.97,01-2022,nevada,mobile,1.0,0.0,,paid_partnerships,9984
program_b,03-2022,104.97,01-2022,new hampshire,desktop,1.0,0.0,,paid_partnerships,9985
program_b,03-2022,104.97,01-2022,new jersey,desktop,1.0,0.0,0.08,paid_partnerships,9986
program_b,03-2022,104.97,01-2022,new jersey,mobile,1.0,0.0,,paid_partnerships,9987
program_b,03-2022,104.97,01-2022,new mexico,desktop,1.0,1.0,0.05,paid_partnerships,9988
program_b,03-2022,104.97,01-2022,ohio,mobile,1.0,0.0,0.02,paid_partnerships,9989
program_b,03-2022,104.97,01-2022,oregon,mobile,1.0,0.0,0.05,paid_partnerships,9990
program_b,03-2022,104.97,01-2022,pennsylvania,mobile,1.0,0.0,,paid_partnerships,9991
program_b,03-2022,104.97,01-2022,south carolina,mobile,1.0,0.0,0.03,paid_partnerships,9992
program_b,03-2022,104.97,01-2022,texas,tablet,1.0,1.0,0.01,paid_partnerships,9993
program_b,03-2022,104.97,01-2022,utah,desktop,1.0,0.0,,paid_partnerships,9994
program_b,03-2022,104.97,01-2022,utah,,1.0,0.0,0.05,paid_partnerships,9995
program_b,03-2022,104.97,01-2022,virginia,,1.0,0.0,0.01,paid_partnerships,9996
program_b,03-2022,104.97,01-2022,washington,mobile,1.0,0.0,0.04,paid_partnerships,9997
program_b,03-2022,104.97,01-2022,west virginia,desktop,1.0,1.0,,paid_partnerships,9998
program_b,03-2022,84.33,01-2022,arizona,desktop,2.0,0.0,,paid_partnerships,9999
program_b,03-2022,84.33,01-2022,florida,mobile,2.0,0.0,0.02,paid_partnerships,10000
program_b,03-2022,84.33,01-2022,florida,desktop,2.0,1.0,0.02,paid_partnerships,10001
program_b,03-2022,84.33,01-2022,michigan,mobile,2.0,0.0,0.04,paid_partnerships,10002
program_b,03-2022,84.33,01-2022,minnesota,desktop,2.0,0.0,0.01,paid_partnerships,10003
program_b,03-2022,84.33,01-2022,new jersey,mobile,2.0,0.0,,paid_partnerships,10004
program_b,03-2022,84.33,01-2022,pennsylvania,desktop,2.0,0.0,0.02,paid_partnerships,10005
program_b,03-2022,84.33,01-2022,texas,mobile,2.0,0.0,0.01,paid_partnerships,10006
program_b,03-2022,84.33,01-2022,texas,desktop,2.0,1.0,0.04,paid_partnerships,10007
program_b,03-2022,57.58,01-2022,,mobile,1.0,0.0,0.02,paid_partnerships,10008
program_b,03-2022,57.58,01-2022,alaska,desktop,1.0,0.0,0.02,paid_partnerships,10009
program_b,03-2022,57.58,01-2022,connecticut,desktop,1.0,0.0,,paid_partnerships,10010
program_b,03-2022,57.58,01-2022,district of columbia,desktop,1.0,0.0,,paid_partnerships,10011
program_b,03-2022,57.58,01-2022,florida,mobile,1.0,0.0,,paid_partnerships,10012
program_b,03-2022,57.58,01-2022,georgia,mobile,1.0,1.0,,paid_partnerships,10013
program_b,03-2022,57.58,01-2022,hawaii,desktop,1.0,0.0,,paid_partnerships,10014
program_b,03-2022,57.58,01-2022,idaho,desktop,1.0,0.0,,paid_partnerships,10015
program_b,03-2022,57.58,01-2022,indiana,desktop,1.0,1.0,,paid_partnerships,10016
program_b,03-2022,57.58,01-2022,kansas,desktop,1.0,0.0,0.03,paid_partnerships,10017
program_b,03-2022,57.58,01-2022,louisiana,desktop,1.0,0.0,,paid_partnerships,10018
program_b,03-2022,57.58,01-2022,maryland,mobile,1.0,0.0,,paid_partnerships,10019
program_b,03-2022,57.58,01-2022,massachusetts,mobile,1.0,0.0,,paid_partnerships,10020
program_b,03-2022,57.58,01-2022,michigan,,1.0,0.0,,paid_partnerships,10021
program_b,03-2022,57.58,01-2022,minnesota,desktop,1.0,0.0,0.03,paid_partnerships,10022
program_b,03-2022,57.58,01-2022,minnesota,mobile,1.0,0.0,0.03,paid_partnerships,10023
program_b,03-2022,57.58,01-2022,montana,desktop,1.0,0.0,,paid_partnerships,10024
program_b,03-2022,57.58,01-2022,nevada,desktop,1.0,0.0,0.01,paid_partnerships,10025
program_b,03-2022,57.58,01-2022,new jersey,desktop,1.0,1.0,,paid_partnerships,10026
program_b,03-2022,57.58,01-2022,new mexico,mobile,1.0,0.0,,paid_partnerships,10027
program_b,03-2022,57.58,01-2022,new york,mobile,1.0,0.0,,paid_partnerships,10028
program_b,03-2022,57.58,01-2022,oregon,mobile,1.0,0.0,0.03,paid_partnerships,10029
program_b,03-2022,57.58,01-2022,tennessee,desktop,1.0,1.0,,paid_partnerships,10030
program_b,03-2022,57.58,01-2022,texas,desktop,1.0,0.0,,paid_partnerships,10031
program_b,03-2022,56.0,01-2022,,desktop,1.0,0.0,,paid_partnerships,10032
program_b,03-2022,56.0,01-2022,california,,1.0,0.0,,paid_partnerships,10033
program_b,03-2022,56.0,01-2022,colorado,desktop,1.0,0.0,0.04,paid_partnerships,10034
program_b,03-2022,56.0,01-2022,connecticut,mobile,1.0,0.0,,paid_partnerships,10035
program_b,03-2022,56.0,01-2022,connecticut,tablet,1.0,0.0,0.02,paid_partnerships,10036
program_b,03-2022,56.0,01-2022,connecticut,desktop,1.0,0.0,,paid_partnerships,10037
program_b,03-2022,56.0,01-2022,florida,desktop,1.0,0.0,,paid_partnerships,10038
program_b,03-2022,56.0,01-2022,florida,mobile,1.0,0.0,,paid_partnerships,10039
program_b,03-2022,56.0,01-2022,illinois,desktop,1.0,0.0,0.03,paid_partnerships,10040
program_b,03-2022,56.0,01-2022,maryland,desktop,1.0,0.0,,paid_partnerships,10041
program_b,03-2022,56.0,01-2022,maryland,mobile,1.0,0.0,0.03,paid_partnerships,10042
program_b,03-2022,56.0,01-2022,massachusetts,desktop,1.0,0.0,,paid_partnerships,10043
program_b,03-2022,56.0,01-2022,michigan,desktop,1.0,0.0,,paid_partnerships,10044
program_b,03-2022,56.0,01-2022,michigan,mobile,1.0,0.0,,paid_partnerships,10045
program_b,03-2022,56.0,01-2022,new jersey,desktop,1.0,0.0,0.03,paid_partnerships,10046
program_b,03-2022,56.0,01-2022,new jersey,mobile,1.0,0.0,,paid_partnerships,10047
program_b,03-2022,56.0,01-2022,pennsylvania,mobile,1.0,0.0,,paid_partnerships,10048
program_b,03-2022,56.0,01-2022,texas,mobile,1.0,0.0,,paid_partnerships,10049
program_b,03-2022,56.0,01-2022,virginia,mobile,1.0,0.0,,paid_partnerships,10050
program_b,03-2022,56.0,01-2022,virginia,desktop,1.0,0.0,,paid_partnerships,10051
program_b,03-2022,45.98,01-2022,,desktop,1.0,0.0,0.01,paid_partnerships,10052
program_b,03-2022,45.98,01-2022,nebraska,,1.0,0.0,0.03,paid_partnerships,10053
program_b,03-2022,45.98,01-2022,oregon,mobile,1.0,0.0,,paid_partnerships,10054
program_b,03-2022,42.17,01-2022,california,tablet,1.0,0.0,,paid_partnerships,10055
program_b,03-2022,42.17,01-2022,colorado,mobile,1.0,0.0,,paid_partnerships,10056
program_b,03-2022,42.17,01-2022,district of columbia,desktop,1.0,0.0,,paid_partnerships,10057
program_b,03-2022,42.17,01-2022,georgia,mobile,1.0,0.0,,paid_partnerships,10058
program_b,03-2022,42.17,01-2022,illinois,desktop,1.0,0.0,,paid_partnerships,10059
program_b,03-2022,42.17,01-2022,kansas,tablet,1.0,0.0,,paid_partnerships,10060
program_b,03-2022,42.17,01-2022,kansas,desktop,1.0,0.0,0.01,paid_partnerships,10061
program_b,03-2022,42.17,01-2022,louisiana,mobile,1.0,0.0,,paid_partnerships,10062
program_b,03-2022,42.17,01-2022,michigan,tablet,1.0,0.0,,paid_partnerships,10063
program_b,03-2022,42.17,01-2022,mississippi,desktop,1.0,0.0,,paid_partnerships,10064
program_b,03-2022,42.17,01-2022,nevada,tablet,1.0,0.0,0.02,paid_partnerships,10065
program_b,03-2022,42.17,01-2022,new jersey,desktop,1.0,0.0,,paid_partnerships,10066
program_b,03-2022,42.17,01-2022,new york,tablet,1.0,0.0,,paid_partnerships,10067
program_b,03-2022,42.17,01-2022,new york,mobile,1.0,0.0,,paid_partnerships,10068
program_b,03-2022,42.17,01-2022,north carolina,mobile,1.0,0.0,0.03,paid_partnerships,10069
program_b,03-2022,42.17,01-2022,ohio,desktop,1.0,0.0,,paid_partnerships,10070
program_b,03-2022,42.17,01-2022,oregon,desktop,1.0,0.0,0.02,paid_partnerships,10071
program_b,03-2022,42.17,01-2022,oregon,mobile,1.0,0.0,0.05,paid_partnerships,10072
program_b,03-2022,42.17,01-2022,pennsylvania,mobile,1.0,1.0,,paid_partnerships,10073
program_b,03-2022,42.17,01-2022,rhode island,desktop,1.0,0.0,,paid_partnerships,10074
program_b,03-2022,42.17,01-2022,rhode island,tablet,1.0,0.0,,paid_partnerships,10075
program_b,03-2022,42.17,01-2022,texas,tablet,1.0,0.0,,paid_partnerships,10076
program_b,03-2022,42.17,01-2022,virginia,desktop,1.0,0.0,,paid_partnerships,10077
program_b,03-2022,42.17,01-2022,virginia,mobile,1.0,0.0,0.03,paid_partnerships,10078
program_b,03-2022,42.17,01-2022,wisconsin,desktop,1.0,0.0,,paid_partnerships,10079
program_b,03-2022,,01-2022,,,14.0,0.0,0.11,paid_partnerships,10080
program_b,03-2022,,01-2022,california,desktop,1.0,0.0,0.05,paid_partnerships,10081
program_b,03-2022,,01-2022,california,mobile,1.0,0.0,,paid_partnerships,10082
program_b,03-2022,,01-2022,california,desktop,1.0,0.0,,paid_partnerships,10083
program_b,03-2022,,01-2022,florida,desktop,1.0,0.0,,paid_partnerships,10084
program_b,03-2022,,01-2022,illinois,mobile,1.0,1.0,0.04,paid_partnerships,10085
program_b,03-2022,,01-2022,mississippi,desktop,1.0,1.0,1.0,paid_partnerships,10086
program_b,03-2022,,01-2022,ohio,desktop,1.0,0.0,0.02,paid_partnerships,10087
program_b,04-2020,596.0,04-2020,arizona,,2.0,0.0,0.03,paid_search,10088
program_b,04-2020,4530.0,04-2020,california,,15.0,4.0,2.07,paid_search,10089
program_b,04-2020,308.0,04-2020,california,mobile,1.0,0.0,,paid_search,10090
program_b,04-2020,662.0,04-2020,colorado,,2.0,1.0,0.03,paid_search,10091
program_b,04-2020,340.0,04-2020,connecticut,,1.0,0.0,,paid_search,10092
program_b,04-2020,972.0,04-2020,florida,,3.0,0.0,1.0,paid_search,10093
program_b,04-2020,564.0,04-2020,georgia,,2.0,0.0,,paid_search,10094
program_b,04-2020,336.0,04-2020,illinois,,1.0,0.0,1.0,paid_search,10095
program_b,04-2020,294.0,04-2020,maryland,,1.0,0.0,0.03,paid_search,10096
program_b,04-2020,317.0,04-2020,maryland,mobile,1.0,0.0,,paid_search,10097
program_b,04-2020,333.0,04-2020,michigan,,1.0,0.0,,paid_search,10098
program_b,04-2020,328.0,04-2020,minnesota,,1.0,0.0,,paid_search,10099
program_b,04-2020,317.0,04-2020,missouri,,1.0,0.0,1.0,paid_search,10100
program_b,04-2020,342.0,04-2020,nevada,,1.0,0.0,0.05,paid_search,10101
program_b,04-2020,326.0,04-2020,new jersey,,1.0,0.0,,paid_search,10102
program_b,04-2020,326.0,04-2020,north carolina,,1.0,0.0,0.03,paid_search,10103
program_b,04-2020,957.0,04-2020,ohio,,3.0,0.0,0.07,paid_search,10104
program_b,04-2020,325.0,04-2020,ohio,desktop,1.0,0.0,,paid_search,10105
program_b,04-2020,658.0,04-2020,oregon,,2.0,0.0,,paid_search,10106
program_b,04-2020,642.0,04-2020,pennsylvania,,2.0,0.0,,paid_search,10107
program_b,04-2020,328.0,04-2020,south carolina,,1.0,0.0,0.04,paid_search,10108
program_b,04-2020,304.0,04-2020,texas,,1.0,0.0,,paid_search,10109
program_b,04-2020,299.0,04-2020,virginia,,1.0,0.0,0.05,paid_search,10110
program_b,04-2020,572.0,04-2020,washington,,2.0,0.0,0.08,paid_search,10111
program_b,04-2020,335.0,04-2020,wisconsin,,1.0,0.0,,paid_search,10112
program_b,04-2020,61292.0,04-2020,california,,199.0,10.0,7.68,paid_search,10113
